indicator,survey_id,survey_mid_calendar_quarter,area_id,area_name,res_type,sex,age_group,n_clusters,n_observations,n_eff_kish,estimate,std_error,ci_lower,ci_upper
sexpaid12m,SWZ2006DHS,CY2006Q4,SWZ_1_3,Manzini,all,female,Y020_024,75,313,274.67529082023674,0,0,,
sti12m,SWZ2006DHS,CY2006Q4,SWZ_1_3,Manzini,all,female,Y020_024,75,312,273.6851948345597,0.09980897412112222,0.016608037970270616,0.07164813294989392,0.1374000774550403
eversex,SWZ2006DHS,CY2006Q4,SWZ_1_3,Manzini,all,female,Y025_029,70,211,187.460304106069,0.9862932383150781,0.007785867789390044,0.9588010857482735,0.9955254155349208
sex12m,SWZ2006DHS,CY2006Q4,SWZ_1_3,Manzini,all,female,Y025_029,70,214,190.16827573012657,0.8680965282748199,0.026484090903778543,0.8070428037305902,0.9119400762574896
sexcohab,SWZ2006DHS,CY2006Q4,SWZ_1_3,Manzini,all,female,Y025_029,70,214,190.16827573012657,0.5024538929155095,0.0380691956878083,0.428334756960412,0.576465336415705
sexnonreg,SWZ2006DHS,CY2006Q4,SWZ_1_3,Manzini,all,female,Y025_029,70,214,190.16827573012657,0.3656426353593104,0.03448216125463744,0.3010441485121978,0.4354666194968697
sexnonregplus,SWZ2006DHS,CY2006Q4,SWZ_1_3,Manzini,all,female,Y025_029,70,214,190.16827573012657,0.3656426353593104,0.03448216125463744,0.3010441485121978,0.4354666194968697
sexpaid12m,SWZ2006DHS,CY2006Q4,SWZ_1_3,Manzini,all,female,Y025_029,70,214,190.16827573012657,0,0,,
sti12m,SWZ2006DHS,CY2006Q4,SWZ_1_3,Manzini,all,female,Y025_029,70,214,190.16827573012657,0.15978306414172636,0.029649870939763855,0.10980794640674862,0.22671011666143967
eversex,SWZ2006DHS,CY2006Q4,SWZ_1_4,Shiselweni,all,female,Y015_024,54,529,477.33813666122325,0.5888745317395152,0.018586777737735816,0.5520217890629602,0.6247564174710144
sex12m,SWZ2006DHS,CY2006Q4,SWZ_1_4,Shiselweni,all,female,Y015_024,54,530,478.14392696085406,0.5166521511640959,0.020537511383720147,0.4763784296714323,0.5567107136991049
sexcohab,SWZ2006DHS,CY2006Q4,SWZ_1_4,Shiselweni,all,female,Y015_024,54,530,478.14392696085406,0.11193451545559578,0.01473782476682184,0.08613901811418566,0.14423560948314632
sexnonreg,SWZ2006DHS,CY2006Q4,SWZ_1_4,Shiselweni,all,female,Y015_024,54,530,478.14392696085406,0.40471763570850017,0.02343362981731041,0.3597416665822435,0.4513526571692858
sexnonregplus,SWZ2006DHS,CY2006Q4,SWZ_1_4,Shiselweni,all,female,Y015_024,54,530,478.14392696085406,0.40471763570850017,0.02343362981731041,0.3597416665822435,0.4513526571692858
sexpaid12m,SWZ2006DHS,CY2006Q4,SWZ_1_4,Shiselweni,all,female,Y015_024,54,530,478.14392696085406,0,0,,
sti12m,SWZ2006DHS,CY2006Q4,SWZ_1_4,Shiselweni,all,female,Y015_024,54,530,478.14392696085406,0.08196560688401558,0.012075738310042093,0.06119905550472257,0.1089609653189553
eversex,SWZ2006DHS,CY2006Q4,SWZ_1_4,Shiselweni,all,female,Y015_019,52,300,276.47506127745254,0.3550849196431202,0.025916695382421237,0.30606565339210695,0.40734652448193487
sex12m,SWZ2006DHS,CY2006Q4,SWZ_1_4,Shiselweni,all,female,Y015_019,52,300,276.47506127745254,0.32584750852694294,0.02627231360900692,0.27659085585223747,0.37927701529259994
sexcohab,SWZ2006DHS,CY2006Q4,SWZ_1_4,Shiselweni,all,female,Y015_019,52,300,276.47506127745254,0.042229951401343134,0.012359680318468583,0.023651236809830684,0.07429227724240457
sexnonreg,SWZ2006DHS,CY2006Q4,SWZ_1_4,Shiselweni,all,female,Y015_019,52,300,276.47506127745254,0.28361755712559983,0.025694012245002867,0.23605248609382717,0.3365448091004148
sexnonregplus,SWZ2006DHS,CY2006Q4,SWZ_1_4,Shiselweni,all,female,Y015_019,52,300,276.47506127745254,0.28361755712559983,0.025694012245002867,0.23605248609382717,0.3365448091004148
sexpaid12m,SWZ2006DHS,CY2006Q4,SWZ_1_4,Shiselweni,all,female,Y015_019,52,300,276.47506127745254,0,0,,
sti12m,SWZ2006DHS,CY2006Q4,SWZ_1_4,Shiselweni,all,female,Y015_019,52,300,276.47506127745254,0.03367411258755319,0.009293265088148947,0.01952148576046768,0.05748550383533838
eversex,SWZ2006DHS,CY2006Q4,SWZ_1_4,Shiselweni,all,female,Y020_024,54,229,200.8636041024554,0.9113568519099923,0.02254587549386415,0.8561067115206601,0.9467132497032337
sex12m,SWZ2006DHS,CY2006Q4,SWZ_1_4,Shiselweni,all,female,Y020_024,54,230,201.67017857116414,0.7791107690560597,0.02961794452261558,0.7156899838435635,0.8317109463393774
sexcohab,SWZ2006DHS,CY2006Q4,SWZ_1_4,Shiselweni,all,female,Y020_024,54,230,201.67017857116414,0.20781563915147555,0.030352915153917113,0.15452978528323244,0.2735312609987329
sexnonreg,SWZ2006DHS,CY2006Q4,SWZ_1_4,Shiselweni,all,female,Y020_024,54,230,201.67017857116414,0.5712951299045842,0.03383553093286769,0.5040914607201815,0.63596840165432
sexnonregplus,SWZ2006DHS,CY2006Q4,SWZ_1_4,Shiselweni,all,female,Y020_024,54,230,201.67017857116414,0.5712951299045842,0.03383553093286769,0.5040914607201815,0.63596840165432
sexpaid12m,SWZ2006DHS,CY2006Q4,SWZ_1_4,Shiselweni,all,female,Y020_024,54,230,201.67017857116414,0,0,,
sti12m,SWZ2006DHS,CY2006Q4,SWZ_1_4,Shiselweni,all,female,Y020_024,54,230,201.67017857116414,0.1483922864124057,0.024330135475145516,0.10672735608384153,0.20263294298065612
eversex,SWZ2006DHS,CY2006Q4,SWZ_1_4,Shiselweni,all,female,Y025_029,50,150,131.5789073942375,0.9859210979573481,0.009357408472720265,0.9491952873636521,0.9962046364128484
sex12m,SWZ2006DHS,CY2006Q4,SWZ_1_4,Shiselweni,all,female,Y025_029,50,151,132.5689377057884,0.881169701839471,0.029876316861724223,0.8091237360940543,0.9284274868192905
sexcohab,SWZ2006DHS,CY2006Q4,SWZ_1_4,Shiselweni,all,female,Y025_029,50,151,132.5689377057884,0.46346397833946806,0.039608381559162284,0.3873189462101322,0.541351810554807
sexnonreg,SWZ2006DHS,CY2006Q4,SWZ_1_4,Shiselweni,all,female,Y025_029,50,151,132.5689377057884,0.41770572350000285,0.04223856160346104,0.3379231170582808,0.50204142105668
sexnonregplus,SWZ2006DHS,CY2006Q4,SWZ_1_4,Shiselweni,all,female,Y025_029,50,151,132.5689377057884,0.41770572350000285,0.04223856160346104,0.3379231170582808,0.50204142105668
sexpaid12m,SWZ2006DHS,CY2006Q4,SWZ_1_4,Shiselweni,all,female,Y025_029,50,151,132.5689377057884,0,0,,
sti12m,SWZ2006DHS,CY2006Q4,SWZ_1_4,Shiselweni,all,female,Y025_029,50,151,132.5689377057884,0.16844220623204292,0.03281897380854126,0.11345379855995497,0.24278358407071238
