indicator,survey_id,survey_mid_calendar_quarter,area_id,area_name,res_type,sex,age_group,n_clusters,n_observations,n_eff_kish,estimate,std_error,ci_lower,ci_upper
sexcohab,UGA2016DHS,CY2016Q3,UGA_1_09,Central 1,all,female,Y020_024,65,366,255.99411276279648,0.5480245662934256,0.034626524338127095,0.4796855897494519,0.6145993073790109
sexnonreg,UGA2016DHS,CY2016Q3,UGA_1_09,Central 1,all,female,Y020_024,65,366,255.99411276279648,0.21898075354870458,0.023818501640971285,0.1758714298169698,0.26920524489773495
sexpaid12m,UGA2016DHS,CY2016Q3,UGA_1_09,Central 1,all,female,Y020_024,65,366,255.99411276279648,0.01844949825986267,0.007464034623886885,0.008310133471657969,0.04045543248065325
sti12m,UGA2016DHS,CY2016Q3,UGA_1_09,Central 1,all,female,Y020_024,65,366,255.99411276279648,0.29808837854833753,0.02749525914650651,0.2471301045387878,0.3546051284028168
eversex,UGA2016DHS,CY2016Q3,UGA_1_09,Central 1,all,female,Y025_029,66,288,199.54169209323643,0.9834273450213005,0.008514546416267189,0.9551843946410613,0.9939835988208019
sex12m,UGA2016DHS,CY2016Q3,UGA_1_09,Central 1,all,female,Y025_029,67,292,203.05596893008726,0.8657180677660262,0.019177076091156764,0.8235075867839915,0.8990706274092721
sexcohab,UGA2016DHS,CY2016Q3,UGA_1_09,Central 1,all,female,Y025_029,67,292,203.05596893008726,0.7207000117579236,0.03340094923148128,0.6508354163158118,0.7812831564134647
sexnonreg,UGA2016DHS,CY2016Q3,UGA_1_09,Central 1,all,female,Y025_029,67,292,203.05596893008726,0.14501805600810264,0.025244938072143515,0.1021751183931817,0.20178787973342022
sexpaid12m,UGA2016DHS,CY2016Q3,UGA_1_09,Central 1,all,female,Y025_029,67,292,203.05596893008726,0,0,,
sti12m,UGA2016DHS,CY2016Q3,UGA_1_09,Central 1,all,female,Y025_029,67,292,203.05596893008726,0.2743136543912273,0.02672467731164982,0.22513790093631167,0.329660832139162
eversex,UGA2016DHS,CY2016Q3,UGA_1_08,Central 2,all,female,Y015_024,59,576,448.4709555755151,0.7180766179564134,0.025797010707146135,0.6648949800878386,0.7657912390706727
sex12m,UGA2016DHS,CY2016Q3,UGA_1_08,Central 2,all,female,Y015_024,59,576,448.4709555755151,0.6612681331244712,0.02831418108595492,0.6037698457965703,0.7143699029274422
